City,Region,Year,Population,Avg_Income_USD,Num_Furniture_Stores,Market_Size_USD_Millions,CAGR_Percent,Wood_Share,Plastic_Share,Metal_Share,Wicker_Share,Fabric_Share,Online_Share,Offline_Share,Residential_Share,Commercial_Share,IKEA_Revenue_USD_M,Godrej_Revenue_USD_M,Pepperfry_Revenue_USD_M,UrbanLadder_Revenue_USD_M,Nilkamal_Revenue_USD_M,Lamps_Lighting_Revenue_USD_M,Kitchen_Dining_Revenue_USD_M,Home_Decor_Revenue_USD_M,Living_Room_Revenue_USD_M,Bedroom_Revenue_USD_M,Outdoor_Revenue_USD_M,Home_Office_Revenue_USD_M,Kids_Furniture_Revenue_USD_M,Latitude,Longitude,Sofas_Sold,DiningTables_Sold,HouseholdItems_Sold,DecorItems_Sold,HomeOffice_Sold,KidsFurniture_Sold,OutdoorFurniture_Sold,KitchenFurniture_Sold
Ahmedabad,West India,2022,5199886,1655.11,262,68.31,9.14,71.72,8.51,5.56,3.06,11.15,23.35,76.65,68.45,31.55,16.53,14.98,7.2,3.01,2.56,7.01,9.29,9.38,18.36,9.48,5.07,4.72,5,23.0225,72.5714,823,707,2812,425,490,561,270,873
Ahmedabad,West India,2023,21979130,3446.08,208,87.92,9.29,63.32,10.68,6.48,1.8,17.72,22.53,77.47,58.72,41.28,11.2,14.41,11.56,6.21,8.06,8.02,10.85,13.36,17.19,18.3,8.97,5.5,5.74,23.0225,72.5714,1249,199,1481,266,648,96,153,505
Agartala,East India,2018,23574148,3092.44,179,19.32,8.94,78.4,14.82,6.37,2.88,-2.47,24.93,75.07,69.25,30.75,2.67,1.37,1.9,1.59,3.29,1.03,2.36,2.07,5.06,4.09,1.52,1.91,1.29,23.8315,91.2868,1055,827,1301,1420,664,571,526,422
Agartala,East India,2019,23753973,1833.59,70,70.89,6.64,71.87,8.78,7.09,3.11,9.15,33.17,66.83,64.29,35.71,9.94,10.75,7.39,8.96,6.6,6.24,8.66,13.56,14.03,12.55,6.19,6.17,3.49,23.8315,91.2868,583,255,542,1034,629,333,576,901
Agartala,East India,2020,12771208,2546.58,781,101.9,10.71,75.39,7.03,6.32,1.79,9.47,28.05,71.95,70.15,29.85,12.63,10.7,10.6,10.97,9.79,6.17,15.66,12.81,21.51,21.4,11.7,5.51,7.14,23.8315,91.2868,1635,807,2109,1246,591,426,640,406
Agartala,East India,2021,1779402,2970.92,267,92.42,9.28,71.2,5.02,5.45,4.28,14.05,20.61,79.39,74.2,25.8,17.84,10.1,11.88,8.7,2.23,9.35,10.72,16.71,17.89,18.91,6.63,7.41,4.81,23.8315,91.2868,398,1137,2277,1198,649,183,563,681
Agartala,East India,2022,21841191,3009.01,575,28.15,9.59,69.27,7.18,5.59,2.85,15.11,26.84,73.16,62.87,37.13,6.5,4.2,5.06,1.89,2.21,2.68,4.09,3.08,6.46,5.27,3.52,1.83,1.21,23.8315,91.2868,496,991,849,436,798,297,195,308
Agartala,East India,2023,11880511,1440.47,422,74.85,11.19,60.75,5.48,7.03,3.6,23.14,25.15,74.85,55.35,44.65,11.7,11.57,6.03,4.01,4.17,8.36,7.25,8.64,15.52,15.15,8.12,7.62,4.19,23.8315,91.2868,781,595,2067,1156,484,367,614,416
Shimla,North India,2018,20877965,1698.3,732,91.78,8.33,72.06,12.06,6.19,2.45,7.24,15.34,84.66,58.19,41.81,13.21,13.16,10.6,7.46,5.57,9.94,13.15,11.83,22.85,14.72,5.76,6.51,7.01,31.1048,77.1734,1177,219,1629,1118,295,485,177,645
Shimla,North India,2019,6711156,1886.24,689,66.95,11.54,67.12,11.9,8.23,1.46,11.29,19.36,80.64,61.46,38.54,14.06,7.58,4.07,3.26,4.89,5.12,10.8,9.51,18.38,9.11,6.6,4.04,3.39,31.1048,77.1734,1549,299,2548,1361,399,225,407,508
Shimla,North India,2020,13527058,2490.9,302,96.32,9.69,66.98,5.42,6.44,4.15,17.01,15.52,84.48,70.52,29.48,22.31,18.62,8.09,9.79,6.81,10.61,9.24,17.69,20.33,14.35,10.12,7.68,6.31,31.1048,77.1734,914,923,2280,672,646,400,486,578
Shimla,North India,2021,4689424,1954.58,221,137.97,5.83,68.04,6.1,9.72,2.06,14.08,19.9,80.1,60.08,39.92,24.57,22.63,16.27,14.27,8.51,10,17.38,23.05,31.68,28.64,9.78,7.93,9.51,31.1048,77.1734,917,1093,1083,752,701,192,392,863
Shimla,North India,2022,5483798,3057.14,248,73.94,10.21,75.95,6.26,6.21,4.44,7.14,17.85,82.15,61.63,38.37,11.5,8.68,10.13,4.35,1.59,7.15,9.7,13.12,15.45,14.05,3.87,5.26,5.36,31.1048,77.1734,1688,604,931,894,407,447,227,380
Shimla,North India,2023,17649805,1724.86,574,106.87,10.89,76.9,9.63,5.88,4.12,3.47,24.05,75.95,55.59,44.41,15.69,22.8,6.94,7.77,9.31,9.51,14.21,17.87,21.42,20.44,6.38,8.49,8.54,31.1048,77.1734,667,1095,2432,1452,351,418,421,823
Srinagar,North India,2018,3402268,2765.43,162,39,9.67,67.94,12.42,8.48,2.45,8.71,21,79,58.04,41.96,5.74,4.42,5.8,4.96,6.15,2.44,4.57,6.4,9.28,5.63,4.76,3.72,2.2,34.0837,74.7973,869,750,2600,516,107,550,574,834
Srinagar,North India,2019,12383432,3416.91,222,26.01,9.01,60.1,13.94,7.87,2.74,15.35,26.68,73.32,55.91,44.09,2.84,7.24,6.39,0,0.21,1.88,4.27,3,7.31,4.21,2.16,1.7,1.48,34.0837,74.7973,889,802,1848,797,307,419,102,892
Srinagar,North India,2020,17746406,1956.02,214,84.01,5.15,67.57,6.07,9.26,1.06,16.04,29.69,70.31,59.16,40.84,12.97,14.92,10.37,3.9,7.02,8.12,9.71,11.22,19.63,18.24,4.82,7.68,4.59,34.0837,74.7973,1398,874,2694,967,230,431,184,232
Srinagar,North India,2021,2430861,1844.82,728,141.61,6.69,72.18,9.57,6.31,3.37,8.57,17.11,82.89,65.61,34.39,16.78,16.88,14.4,11.32,9.93,13.14,13.56,21.77,38.01,20.01,11.4,13.87,9.86,34.0837,74.7973,1365,382,2530,1085,753,135,658,983
Srinagar,North India,2022,5277466,2720.51,288,33.33,6.67,67.85,8.22,7.03,3.51,13.39,16.93,83.07,56.27,43.73,6.07,4.46,8.44,2.09,1.75,3.05,4.43,5.5,6.25,6.81,3.04,1.9,2.35,34.0837,74.7973,721,400,1689,760,707,509,637,155
Srinagar,North India,2023,15229879,1337.23,443,63.53,6.21,77.57,5.72,7.53,3.66,5.52,19.78,80.22,59.15,40.85,9.71,11.5,8.22,3.9,4.67,6.16,6.54,10.26,14.96,12.13,5.05,4.23,4.21,34.0837,74.7973,1135,228,1662,1424,125,374,672,198
Bangalore,South India,2018,19425671,2885,600,30.16,11.68,64.55,6.08,8.24,4.46,16.67,30.17,69.83,71.61,28.39,2.48,4.67,1.44,3.8,3.31,2.25,3.27,3.44,8.45,4.24,3.68,3.12,1.71,12.9716,77.5946,1504,1047,798,457,722,571,301,394
Bangalore,South India,2019,2451136,1590.28,530,59.59,7.77,75.48,12.73,8.07,3.71,0.01,24.21,75.79,56.96,43.04,14.62,6.72,6.31,7.33,6.82,5.46,5.66,7.25,14.64,10.85,7.36,5.88,2.49,12.9716,77.5946,844,1070,2439,1401,553,538,94,397
Bangalore,South India,2020,9151476,2350.3,125,75.54,7.26,68.55,13.27,7.18,1.53,9.47,18.86,81.14,64.01,35.99,14.08,13.74,8.01,6.6,7.69,5.92,9.05,14.25,17.29,13.97,6.67,5.44,2.95,12.9716,77.5946,370,930,1288,956,734,446,157,793
Bangalore,South India,2021,19573045,2844.33,609,43.59,11.97,63.87,9.87,9.66,1.66,14.94,34.52,65.48,56.35,43.65,8.43,8.03,5.13,2.34,2.99,4.14,4.99,6.73,10.85,8.69,4.12,2.32,1.75,12.9716,77.5946,1891,375,1349,322,285,404,401,431
Bangalore,South India,2022,16408092,2103.29,589,55.01,6.95,75.61,12.04,5,4.3,3.05,27.81,72.19,66.27,33.73,9.27,5.64,6.07,5.28,5.03,6.33,7.52,10.37,10.12,9.56,3.35,3.81,3.96,12.9716,77.5946,1428,952,2725,541,583,337,320,648
Bangalore,South India,2023,9188243,1905.12,714,22.04,11.8,60.44,5.29,5.47,3.54,25.26,20.37,79.63,72.9,27.1,2.1,1.86,3.95,3.58,4.86,1.66,2.38,3.63,3.96,5.02,1.47,2.38,1.54,12.9716,77.5946,1523,891,1877,1394,779,508,97,323
Srinagar,North India,2018,5302562,2849.19,352,123.46,6.71,70.72,5.67,6.23,3.37,14.01,27.07,72.93,64.49,35.51,15.94,24.15,9.2,9.21,3.63,8.32,11.57,20.29,30.36,26.83,8.45,10.95,6.69,34.0837,74.7973,1424,280,1677,1282,150,585,533,136
Srinagar,North India,2019,20517754,2469.06,482,67.08,9.33,65.47,9.03,9.66,1.73,14.11,26.02,73.98,55.87,44.13,7.21,10.47,4.88,7.07,5.85,4.08,8.53,12.84,14.28,11.41,5.39,5.13,5.42,34.0837,74.7973,1067,1172,2449,459,104,340,522,833
Srinagar,North India,2020,10191744,1757.71,398,70.56,6.7,73.36,8.56,6.26,3.6,8.22,24.15,75.85,65.55,34.45,10.87,11.66,7.71,8.99,4.39,7.9,8.01,13.38,12.14,10.83,7.64,5.61,5.05,34.0837,74.7973,606,781,1377,294,688,217,356,595
Srinagar,North India,2021,4119026,1224.57,139,119.91,6.59,65.32,9.82,8.68,3.67,12.51,20.21,79.79,65.28,34.72,26.74,18.87,14.4,10.03,6.64,10.06,13.1,21.68,33.3,18.8,7.53,10.34,5.11,34.0837,74.7973,1909,987,1638,1348,259,477,503,630
Srinagar,North India,2022,19381546,1815.58,538,44.55,8.04,72.41,10.16,5.46,4.11,7.86,30.84,69.16,55.19,44.81,6.86,8.72,7.37,2.34,3.14,3.01,6.21,6.73,10.41,6.37,5.47,4.54,1.81,34.0837,74.7973,676,908,2077,240,307,539,555,329
Srinagar,North India,2023,3419118,2023.08,718,119.16,8.13,64.93,8.95,8.73,4.27,13.12,22.27,77.73,57.44,42.56,25.52,22.79,5.97,12.29,4.67,7.67,17.39,15.41,21.45,28.56,7.34,11.42,9.91,34.0837,74.7973,954,853,2992,453,356,404,106,618
Surat,West India,2018,24166813,3323.99,711,39.85,7.33,78.42,9.08,5.11,3.33,4.06,33.53,66.47,63.93,36.07,9.02,7.26,6.83,3.71,2.14,2.79,4.33,5.2,8.88,8.85,2.84,4.12,2.84,21.1702,72.8311,977,646,2146,206,304,245,593,521
Surat,West India,2019,4684309,2394.03,121,68.98,5.97,73.41,5.24,9.08,4.47,7.8,28.84,71.16,55.09,44.91,11.06,11.83,9.06,5.65,6.6,4.55,9.7,11.66,14.23,13,7.25,5.4,3.19,21.1702,72.8311,698,472,2403,927,110,594,543,548
Surat,West India,2020,2172451,1457.39,493,40.84,6.97,69.53,11.14,5.78,1.2,12.35,26.36,73.64,58.36,41.64,7.73,9.33,4.39,3.21,2.68,3.91,6.03,4.85,8.97,5.31,4.37,4.33,3.07,21.1702,72.8311,520,764,1882,268,107,60,442,197
Surat,West India,2021,10870366,1311.35,710,70.3,10.93,68.64,11.09,7.26,1.69,11.32,27.08,72.92,67.04,32.96,15.42,12.58,8.66,4.75,2.15,4.31,8.47,9.83,15.47,14.05,6.87,7.25,4.06,21.1702,72.8311,1918,478,644,1304,508,305,462,687
Surat,West India,2022,11603991,1995.47,469,54.72,6.68,65.85,14.98,8.32,1.3,9.55,31.01,68.99,63.5,36.5,8.52,8.08,7.17,6.18,5.62,3.47,8.5,7.7,10.08,9.55,7.02,4.95,3.44,21.1702,72.8311,481,282,2822,741,131,445,604,199
Surat,West India,2023,15569635,2518.81,638,146.81,5.21,66.82,5.86,8.95,3.62,14.75,27.65,72.35,64.57,35.43,23.83,28.39,20.52,8.36,9.21,9.13,22.15,21.01,30,30.63,10.87,11.44,11.58,21.1702,72.8311,606,984,1702,1485,639,458,461,425
Guwahati,East India,2018,3430343,2256.12,706,109.3,8.47,74.52,8.77,8.35,1.99,6.37,34.49,65.51,66.92,33.08,14.31,20.79,11.18,9.13,7.36,8.58,18.84,14.11,24.26,18.26,10.87,9.31,5.07,26.1445,91.7362,821,800,2361,288,486,411,263,177
Guwahati,East India,2019,9093258,2437.65,65,93.7,8.2,65.25,8.92,7.78,2.62,15.43,18.91,81.09,65.31,34.69,14.31,21.65,8,10.47,5.03,8.94,11.5,10.94,20.47,19.72,11.57,5.76,4.79,26.1445,91.7362,1719,270,2354,1431,327,308,273,649
Guwahati,East India,2020,22853580,1308.23,287,89.43,7.28,73.59,13.81,8.63,1.84,2.13,18.21,81.79,60.6,39.4,7.55,18.25,13.6,6.8,4.62,5.86,12.99,11,22.64,12.56,10.93,8.72,4.72,26.1445,91.7362,1313,755,2366,412,739,52,541,327
Guwahati,East India,2021,23760005,1801.33,729,74.43,6.48,61.25,12.72,6.75,1.76,17.52,30.04,69.96,68.35,31.65,16.45,9.14,10.36,4.43,4.09,5.36,7.72,12.79,17.23,13.68,8.23,4.02,5.39,26.1445,91.7362,303,1114,1598,1033,574,133,135,630
Guwahati,East India,2022,20336601,2901.8,502,83.3,10.57,69.46,5.18,7.54,1.7,16.12,33.05,66.95,64.58,35.42,12.84,10.72,7.95,7.81,6.61,5.24,12.38,14.6,17.38,15.58,4.79,7.42,5.9,26.1445,91.7362,1162,278,1651,465,306,205,309,254
Guwahati,East India,2023,3351881,2156.55,733,74.13,5.89,77.95,10.55,5.67,4.15,1.68,22.14,77.86,56.19,43.81,16.15,12.57,7.76,6.14,7.2,7.43,10.07,11.55,14.4,13.81,4.84,5.46,6.57,26.1445,91.7362,1147,178,2234,1111,417,225,568,963
Bhopal,Central India,2018,19699700,2682.08,485,83.18,5.73,60.25,7.67,9.33,4.27,18.48,15.77,84.23,64.2,35.8,19.88,13.26,8.13,6.76,7.64,7.38,8.22,14.38,13.68,17.92,8.96,7.72,4.92,23.2599,77.4126,1103,871,1067,492,656,521,107,641
Bhopal,Central India,2019,6133856,3270.36,79,131.32,5.51,73.64,12.54,7.81,1.98,4.03,28.71,71.29,64.07,35.93,24.76,16.36,7.64,4.87,7.97,9.63,20.06,18.91,28.85,26.71,8.98,8.64,9.56,23.2599,77.4126,1604,482,2313,1430,716,473,662,700
Bhopal,Central India,2020,5341503,2282.92,544,84.42,6.79,68.48,6.78,7.93,2.04,14.77,26.5,73.5,56.28,43.72,11.35,11.95,11,6.85,7.71,7.84,11.9,13.56,17,16.17,6.44,6.04,5.47,23.2599,77.4126,514,1093,1030,532,447,183,263,972
Bhopal,Central India,2021,23709549,2108.97,205,35.66,6.25,73.03,12.1,8.55,4.89,1.43,27.9,72.1,73.86,26.14,5.4,7.78,3.48,4.43,2.71,3.17,3.66,5.75,9.05,5.49,3.87,3.46,1.21,23.2599,77.4126,1271,1197,2706,1300,333,429,504,202
Bhopal,Central India,2022,12093579,2026.33,172,72.46,7.43,79.28,7.69,8.85,3.82,0.36,20.91,79.09,65.45,34.55,17.49,8.84,13.88,5.51,5.96,7.37,9.85,8.62,14.28,10.9,8.74,7.36,5.34,23.2599,77.4126,1933,505,2061,1204,143,326,454,740
Bhopal,Central India,2023,15358365,1334.57,75,53.02,11.45,68.65,9.28,6.78,2.35,12.94,21.99,78.01,62.46,37.54,8.28,11.83,7.2,2.25,3.4,5.84,5.8,7.45,11.2,7.72,6.38,4.1,4.52,23.2599,77.4126,1743,288,1180,246,241,285,120,163
Rajkot,West India,2018,8948596,2047.77,765,84.28,5.94,68.2,12.06,5.74,3.37,10.63,30.71,69.29,63.32,36.68,15.75,9.45,12.03,7.79,8.44,8.69,8.47,15.3,15.2,15.78,9.43,8.31,3.1,22.3039,70.8022,400,178,2570,821,747,62,563,602
Rajkot,West India,2019,21278795,1417.34,386,62.97,5.18,78.9,12.79,8.77,3.57,-4.03,25.03,74.97,72.01,27.99,12.18,9.84,6.03,2.65,4.84,3.82,7.15,11.44,15.41,8.76,6.19,5.5,4.7,22.3039,70.8022,1262,1080,1570,1423,275,391,339,763
Rajkot,West India,2020,7626969,2837.06,377,131.9,7.57,62.21,10.25,9.64,4.11,13.79,32.65,67.35,60.28,39.72,19.5,19.43,14.27,7.59,8.43,8.5,17.34,19.49,32.58,22.33,8.36,13,10.3,22.3039,70.8022,1844,645,1228,626,753,84,520,612
Rajkot,West India,2021,19631758,3256.57,600,85.15,7.27,69.86,6,9.6,2.9,11.64,20.75,79.25,62.47,37.53,16.8,10.85,5.99,7.39,8.12,7.15,10.89,14.14,22.2,12.42,8.75,5,4.6,22.3039,70.8022,872,1163,2229,409,548,263,163,618
Rajkot,West India,2022,19591360,3043.69,482,54.16,9.8,77.4,14.53,6.54,4,-2.47,32.84,67.16,74.7,25.3,13.03,9.38,8.51,8.12,4.99,5.71,7.97,7.18,10.83,8.67,5.37,5.52,2.91,22.3039,70.8022,1632,804,2691,1087,691,461,125,137
Rajkot,West India,2023,12645927,2260.9,550,114.74,10.84,65.01,10.28,8.52,4.06,12.13,27.06,72.94,71.37,28.63,17.96,14.86,17.98,8.15,6.12,7.65,15.62,21.55,27.63,17.57,11.68,9.05,3.98,22.3039,70.8022,957,977,1167,353,181,454,519,724
Agartala,East India,2018,24350470,2671.34,696,56.68,5.55,67.91,13.58,7.75,1.25,9.51,28.55,71.45,56.93,43.07,11.55,10.87,4.73,1.66,3.16,4.32,8.57,9.36,11.57,8.51,5.33,4.57,4.44,23.8315,91.2868,1238,500,2112,614,234,543,598,413
Agartala,East India,2019,12249372,1482.58,343,121.28,9.46,74.83,7.73,7.62,2.91,6.91,28.1,71.9,62.76,37.24,22.5,25.31,17.08,4.52,8.98,7.06,17.66,18.56,23.41,27.24,12.2,8.14,7.01,23.8315,91.2868,1833,703,1180,1380,276,208,517,267
Agartala,East India,2020,20616848,1438.83,756,57.44,6.36,77.1,13.45,9.86,1.98,-2.39,21.67,78.33,69.6,30.4,12.17,8.89,6.82,6.92,3.26,3.51,5.98,7.53,14.69,11.47,6.55,3.37,4.34,23.8315,91.2868,1386,448,1472,1484,482,159,215,591
Agartala,East India,2021,12154209,1941.79,131,51.59,9.26,77.2,5.47,5.9,1.02,10.41,26.01,73.99,69.72,30.28,14.57,10.41,6.12,4.44,1.26,4.45,8.36,7.55,9,10.76,4.47,5.11,1.89,23.8315,91.2868,1956,213,2632,1300,342,598,262,291
Agartala,East India,2022,23543893,3462.61,721,110.3,10.74,62.39,14.22,6.97,3.43,12.99,28.39,71.61,60.68,39.32,22.19,17.58,13.18,12.47,7.21,9.5,17.1,14.3,18.75,23.13,10.84,8.03,8.64,23.8315,91.2868,525,904,2963,968,666,575,251,682
Agartala,East India,2023,23298537,3181.25,254,130.1,10.2,69.61,14.46,9.17,2.62,4.14,18.08,81.92,74.27,25.73,21.84,19.16,11.44,14.38,8.75,10.19,18.03,19.36,27.12,20.98,12.07,15,7.35,23.8315,91.2868,404,919,1326,1182,240,396,669,650
Delhi,North India,2018,4983720,2843.03,128,24.15,7.71,79.41,14.96,9.65,4.21,-8.23,23.6,76.4,55.34,44.66,3.15,6.5,3.82,3.98,3.07,1.5,3.31,2.92,5.7,5.07,2.7,2.17,0.77,28.7041,77.1025,1071,983,796,1354,556,328,618,239
Delhi,North India,2019,8540153,1209.78,292,60.77,6.31,70.67,13.12,7.13,4.16,4.92,34.45,65.55,73.93,26.07,14.01,11.88,4.37,1.88,3.97,5.26,8.83,8.38,15.2,11.14,4.17,5.21,2.58,28.7041,77.1025,1748,315,1753,778,539,528,199,955
Delhi,North India,2020,13407044,2306.43,265,102.23,9.17,70.44,10.99,6.01,3.89,8.67,17.06,82.94,64.36,35.64,13.35,16.7,11.76,5.31,7.28,8.47,13.73,14.85,24.08,20.32,7.5,9,4.28,28.7041,77.1025,1578,655,2925,939,155,160,360,856
Delhi,North India,2021,16995276,1452.17,403,104.31,8.01,64.48,11.66,8.84,4.52,10.5,23.76,76.24,66.65,33.35,21.17,21.67,5.97,6.03,6.86,9.49,10.9,18.52,25.4,17.77,10.06,7.56,4.61,28.7041,77.1025,728,942,2968,362,626,480,387,185
Delhi,North India,2022,17020379,2461.8,270,132.24,10.05,72.73,12.79,6.73,3.46,4.29,26.81,73.19,70.22,29.78,27.5,16.65,15.13,7.68,8.37,12.22,17.54,23.39,23.97,26.14,14,9.83,5.14,28.7041,77.1025,733,982,2652,1238,796,591,356,260
Delhi,North India,2023,13871240,3250.2,476,66.96,11.43,62.55,14.61,8.85,1.72,12.27,26.31,73.69,67.11,32.89,15.55,9.73,5.36,7.79,5.53,5.71,6.83,7.41,15.96,15.85,6.23,5.55,3.42,28.7041,77.1025,1530,1007,2228,1455,518,164,609,565
Rajkot,West India,2018,4145044,1980.53,662,50.5,7.66,75.17,5.16,9.7,3.61,6.36,18.44,81.56,61.34,38.66,7.38,5.77,8.24,3.71,1.52,3.74,7.13,7.05,10.7,11.03,3.67,4.53,2.64,22.3039,70.8022,1351,955,2524,394,187,139,374,625
Rajkot,West India,2019,23664118,1366.15,653,20.24,8.48,73.01,6.89,8.05,3.44,8.61,16.8,83.2,71.59,28.41,4.23,5.33,1.73,0.56,0.12,1.76,2.5,2.66,3.74,4.17,2.2,1.75,1.47,22.3039,70.8022,981,910,829,741,708,261,132,308
Rajkot,West India,2020,6527893,2242.99,786,126.26,9.05,77.4,5.24,8.49,3.26,5.61,20.7,79.3,72.9,27.1,31.42,14.11,6.5,3.71,8.66,12.58,17.27,15.63,29.09,17.95,16.21,11.46,6.08,22.3039,70.8022,1659,982,2986,558,755,599,511,277
Rajkot,West India,2021,5210510,2552.6,264,85.88,7.34,70.88,14.44,5.26,3.9,5.52,21.77,78.23,55.1,44.9,18.87,6.2,6,6.64,3.61,7.82,10.37,13.34,16.65,19.43,6.41,6.16,5.71,22.3039,70.8022,887,432,1655,1049,107,588,131,729
Rajkot,West India,2022,24501791,1577.18,468,95.07,9.43,75.21,10.28,7.04,2.83,4.64,26.12,73.88,74.09,25.91,13.24,16.55,11.04,7.67,1.67,5.43,9.26,17.54,17.99,21.45,8.78,8.88,5.74,22.3039,70.8022,1951,528,2390,626,576,409,151,789
Rajkot,West India,2023,20572446,2948.36,731,86.03,6.68,78.64,11.74,8.64,4.91,-3.93,26.05,73.95,71.5,28.5,19.87,14.6,11.11,4.19,3.86,9.34,10.22,13.81,20.23,12.12,11.44,5.53,3.34,22.3039,70.8022,1392,347,881,696,314,535,107,365
Raipur,Central India,2018,14692010,1345.68,739,51.64,6.73,74.66,7.91,9.83,1.43,6.17,15.63,84.37,74,26,8.64,4.07,8.49,3.03,2.75,5.44,7.95,5.93,11.83,10.85,3.95,3.07,2.62,21.2514,81.6296,1165,1164,2685,1027,784,421,548,975
Raipur,Central India,2019,5555505,3118.03,735,104.07,7.69,79.86,9.73,9.15,1.65,-0.39,29.17,70.83,55.51,44.49,23.33,19.97,9.86,11.46,6.09,7.33,10.05,19.11,20.57,20.67,11.59,6.77,7.97,21.2514,81.6296,1045,1173,1342,685,651,264,626,867
Raipur,Central India,2020,9282882,1887.55,126,66.86,5.57,71.05,9.12,9.57,2.65,7.61,31.1,68.9,59.96,40.04,6.29,12.78,9.77,4.61,2.62,4.35,9.17,7.76,13.43,11.79,8.4,5.82,6.14,21.2514,81.6296,1836,705,2817,529,596,64,480,152
Raipur,Central India,2021,21356622,2732.65,771,76.61,9.96,60.8,13.88,9.32,2.38,13.62,26.2,73.8,56.44,43.56,11.6,8.34,11.65,9.84,6.97,5.99,8.31,8.15,19.86,13.11,8.58,6.86,5.75,21.2514,81.6296,1490,505,895,1088,793,308,280,480
Raipur,Central India,2022,11146613,2061.96,56,122.06,10.42,71.03,6.35,8.33,1.36,12.93,18.96,81.04,59.85,40.15,14.42,13.13,12.63,13.98,4.42,9.22,13.25,16.6,27.57,27.25,7.65,9.77,10.75,21.2514,81.6296,1163,1190,949,1190,602,512,690,872
Raipur,Central India,2023,16150811,2243.83,324,102.41,11.41,67.56,7.67,9.59,4.52,10.66,18.03,81.97,60.15,39.85,22.42,9.93,11.38,8.96,5.79,8.71,12.25,16.78,24.79,20.59,5.81,9.28,4.2,21.2514,81.6296,667,788,1854,1370,798,169,545,449
Bhopal,Central India,2018,18197987,1231.73,297,62.46,11.74,77.06,9.9,9.66,2.87,0.51,18.31,81.69,57.06,42.94,11.63,9.92,4.14,1.34,1.38,6.29,8.53,11.26,14.13,8.09,3.59,5.78,4.79,23.2599,77.4126,550,528,2486,458,344,177,674,631
Bhopal,Central India,2019,16807059,3388.95,234,136.74,9.4,69.97,9.32,8.16,3.86,8.69,26.29,73.71,59.53,40.47,33.72,27.73,10.17,15.08,9.2,14.83,15.76,29.75,30.4,20.74,10.39,9.1,5.77,23.2599,77.4126,1158,829,1808,491,577,572,639,969
Bhopal,Central India,2020,3248778,2593.01,606,27.76,9.84,60.25,9.91,7.64,3.47,18.73,25.32,74.68,58.94,41.06,1.67,3.38,2.94,1.27,2.79,2.21,2.93,3.61,6.7,6.48,1.66,1.68,2.49,23.2599,77.4126,1155,655,1797,342,408,374,458,906
Bhopal,Central India,2021,15340451,3026.47,311,85.48,6.35,78.43,14.26,5.48,2.12,-0.29,23.06,76.94,64.91,35.09,11.87,11.31,8.35,8.33,7.36,8.52,8.61,15.02,14.4,16.42,10.13,7.35,5.03,23.2599,77.4126,1493,1048,2567,946,330,369,256,190
Bhopal,Central India,2022,24861487,1846.78,599,44.53,9.69,62.71,8.73,8.73,3.17,16.66,31.24,68.76,68.38,31.62,11.49,6.98,7.72,1.24,6.35,2.99,4.92,8.06,9.17,9.26,4.43,3.11,2.6,23.2599,77.4126,1413,225,2786,826,482,555,131,432
Bhopal,Central India,2023,17015358,3438.42,520,112.69,6.8,74.8,8.08,6.63,3.98,6.51,24.02,75.98,67.24,32.76,16.02,11.18,10.54,6.42,8.71,8.89,14.04,16.59,24.41,20.23,12.29,8.56,7.67,23.2599,77.4126,860,380,1793,289,254,575,158,847
Dehradun,North India,2018,8836543,2089.25,295,89.06,11.02,68.99,6.04,6.47,1.82,16.68,15.28,84.72,61.78,38.22,15.9,15.98,10.32,6.76,8.85,7.25,10.94,12.59,20.75,16.02,9.6,7.41,4.5,30.3165,78.0322,1769,1111,2965,919,274,99,464,198
Dehradun,North India,2019,12123281,3216.78,657,16.27,5.17,74.76,7.65,8.48,2.58,6.53,27.17,72.83,56.14,43.86,3.52,2.9,3.01,4.24,0,1.21,1.8,3.2,3.46,2.79,1.13,1.89,0.79,30.3165,78.0322,593,451,2349,1387,214,118,655,288
Dehradun,North India,2020,4159886,3372.65,273,138.5,5.18,64.53,7.55,7.04,1.23,19.65,32.33,67.67,60.89,39.11,12.95,25.18,8.09,11.76,3.29,12.67,12.83,23.76,36.98,18.16,15.67,10.33,8.1,30.3165,78.0322,1218,875,685,680,489,440,87,929
Dehradun,North India,2021,20447582,2692.45,83,146.88,10.72,73.43,13.5,9.14,4.67,-0.74,19.99,80.01,72.2,27.8,30.9,28.7,11.78,15.97,4.61,14.13,21.95,22.79,34.86,26.55,7.76,13.21,5.64,30.3165,78.0322,1473,364,1733,283,410,432,293,299
Dehradun,North India,2022,6616132,1734.3,466,116.5,8.78,69.07,11.22,9,1.49,9.22,19.01,80.99,57.54,42.46,30.66,24.34,16.69,8.99,4.25,7.12,13.19,18.74,25.61,18.37,13.05,11.01,9.4,30.3165,78.0322,1455,218,1937,1300,399,65,104,747
Dehradun,North India,2023,7275980,3313.99,497,68.27,11.4,61.46,14.11,7.52,2.07,14.84,25.31,74.69,64.19,35.81,19.95,9.56,11.71,4.88,3.36,4.15,8.98,9.55,15.33,12.56,5.27,7,5.44,30.3165,78.0322,732,542,752,872,117,488,529,379
